Particle ID,Class,Length,Width
1,4x_Alona,250.4093,182.5327
2,4x_Alona,259.5817,189.8708
1,4x_Chydorus,325.6238,277.9268
2,4x_Chydorus,259.5817,211.8847
3,4x_Chydorus,336.6307,279.7613
1,4x_scapholeberis,441.1972,263.2507
