Particle ID,Class,Length,Width
1,2x_scapholeberis,846.672,613.6096
1,2x_hexarthra,558.9856,311.3568
1,2x_scapholeberis_abundance,668.2336,518.928
2,2x_scapholeberis_abundance,701.008,566.2688
3,2x_scapholeberis_abundance,784.7648,602.6848
4,2x_scapholeberis_abundance,955.92,660.9504
5,2x_scapholeberis_abundance,806.6144,555.344
