Particle ID,Class,Length,Width
1,2x_scapholeberis,879.4464,526.2112
2,2x_scapholeberis,934.0704,591.76
3,2x_scapholeberis,744.7072,471.5872
4,2x_scapholeberis,599.0432,384.1888
5,2x_scapholeberis,755.632,529.8528
6,2x_scapholeberis,821.1808,555.344
7,2x_scapholeberis,886.7296,548.0608
8,2x_scapholeberis,533.4944,351.4144
9,2x_scapholeberis,868.5216,588.1184
10,2x_scapholeberis,839.3888,606.3264
11,2x_scapholeberis,952.2784,642.7424
12,2x_scapholeberis,901.296,573.552
1,2x_hexarthra,464.304,213.0336
1,2x_scapholeberis_abundance,912.2208,642.7424
2,2x_scapholeberis_abundance,1072.4512,701.008
3,2x_scapholeberis_abundance,668.2336,500.72
4,2x_scapholeberis_abundance,1061.5264,744.7072
5,2x_scapholeberis_abundance,646.384,427.888
6,2x_scapholeberis_abundance,522.5696,424.2464
7,2x_scapholeberis_abundance,828.464,471.5872
