Particle ID,Class,Length,Width
1,4x_nauplii,162.3533,136.6703
2,4x_nauplii,182.5327,131.1668
3,4x_nauplii,162.3533,125.6633
4,4x_nauplii,171.5257,129.3322
1,unknown,914.4982,575.1158
2,unknown,723.7102,459.5423
1,4x_nauplii_abundance,217.3882,175.1947
2,4x_nauplii_abundance,189.8708,134.8357
3,4x_nauplii_abundance,131.1668,94.4767
4,4x_nauplii_abundance,210.0503,61.4558
5,4x_nauplii_abundance,160.5188,94.4767
6,4x_nauplii_abundance,133.0012,99.9802
7,4x_nauplii_abundance,775.0762,109.1527
8,4x_nauplii_abundance,140.3392,116.4908
