Particle ID,Class,Length,Width
1,2x_scapholeberis,802.9728,518.9280
2,2x_scapholeberis,566.2688,344.1312
3,2x_scapholeberis,773.8400,369.6224
4,2x_scapholeberis,930.4288,508.0032
5,2x_scapholeberis,653.6672,395.1136
6,2x_scapholeberis,639.1008,391.4720
7,2x_scapholeberis,497.0784,238.5248
8,2x_scapholeberis,588.1184,380.5472
9,2x_scapholeberis,901.2960,526.2112
10,2x_scapholeberis,897.6544,558.9856
11,2x_scapholeberis,518.9280,278.5824
1,2x_hexarthra,504.3616,253.0912
2,2x_hexarthra,435.1712,289.5072
1,2x_scapholeberis_abun,846.6720,580.8352
2,2x_scapholeberis_abun,427.8880,344.1312
3,2x_scapholeberis_abun,799.3312,449.7376
4,2x_scapholeberis_abun,1210.8320,650.0256
5,2x_scapholeberis_abun,948.6368,588.1184
6,2x_scapholeberis_abun,569.9104,358.6976
7,2x_scapholeberis_abun,762.9152,460.6624
8,2x_scapholeberis_abun,504.3616,380.5472
9,2x_scapholeberis_abun,952.2784,446.0960
10,2x_scapholeberis_abun,486.1536,380.5472
11,2x_scapholeberis_abun,613.6096,431.5296
