Particle ID,Class,Length,Width
1,2x_scapholeberis,937.712,460.6624
2,2x_scapholeberis,919.504,580.8352
3,2x_scapholeberis,558.9856,274.9408
4,2x_scapholeberis,890.3712,464.304
5,2x_scapholeberis,1065.168,602.6848
6,2x_scapholeberis,540.7776,289.5072
7,2x_scapholeberis,952.2784,489.7952
8,2x_scapholeberis,839.3888,558.9856
1,2x_scapholeberis_abundance,708.2912,526.2112
2,2x_scapholeberis_abundance,660.9504,249.4496
3,2x_scapholeberis_abundance,529.8528,278.5824
4,2x_scapholeberis_abundance,864.88,493.4368
5,2x_scapholeberis_abundance,711.9328,464.304
6,2x_scapholeberis_abundance,715.5744,242.1664
7,2x_scapholeberis_abundance,537.136,380.5472
