Particle ID,Class,Length,Width
1,2x_scapholeberis,883.0880,460.6624
2,2x_scapholeberis,580.8352,336.8480
3,2x_scapholeberis,839.3888,489.7952
4,2x_scapholeberis,948.6368,609.9680
1,2x_scapholeberis_abun,850.3136,435.1712
2,2x_scapholeberis_abun,701.0080,580.8352
3,2x_scapholeberis_abun,832.1056,493.4368
4,2x_scapholeberis_abun,995.9776,671.8752
5,2x_scapholeberis_abun,937.7120,511.6448
6,2x_scapholeberis_abun,759.2736,457.0208
7,2x_scapholeberis_abun,577.1936,442.4544
8,2x_scapholeberis_abun,853.9552,595.4016
9,2x_scapholeberis_abun,482.5120,373.2640
10,2x_scapholeberis_abun,413.3216,267.6576
11,2x_scapholeberis_abun,799.3312,482.5120
12,2x_scapholeberis_abun,890.3712,486.1536
13,2x_scapholeberis_abun,923.1456,668.2336
14,2x_scapholeberis_abun,930.4288,573.5520
15,2x_scapholeberis_abun,795.6896,609.9680
16,2x_scapholeberis_abun,613.6096,387.8304
