Particle ID,Class,Length,Width
1,2x_scapholeberis,923.1456,595.4016
2,2x_scapholeberis,843.0304,515.2864
3,2x_scapholeberis,934.0704,599.0432
4,2x_scapholeberis,908.5792,497.0784
1,2x_scapholeberis_abun,974.1280,657.3088
2,2x_scapholeberis_abun,890.3712,424.2464
3,2x_scapholeberis_abun,715.5744,376.9056
4,2x_scapholeberis_abun,915.8624,449.7376
5,2x_scapholeberis_abun,748.3488,351.4144
6,2x_scapholeberis_abun,846.6720,475.2288
7,2x_scapholeberis_abun,799.3312,457.0208
8,2x_scapholeberis_abun,813.8976,446.0960
1,2x_alona_abun,307.7152,209.3920
2,2x_alona_abun,325.9232,242.1664
3,2x_alona_abun,416.9632,289.5072
4,2x_alona_abun,282.2240,172.9760
