Particle ID,Class,Length,Width
1,2x_scapholeberis,733.7824,457.0208
2,2x_scapholeberis,457.0208,209.392
3,2x_scapholeberis,682.8,373.264
4,2x_scapholeberis,555.344,253.0912
5,2x_scapholeberis,1167.1328,668.2336
1,2x_scapholeberis_abundance,963.2032,482.512
2,2x_scapholeberis_abundance,471.5872,242.1664
3,2x_scapholeberis_abundance,562.6272,289.5072
4,2x_scapholeberis_abundance,737.424,380.5472
5,2x_scapholeberis_abundance,1025.1104,726.4992
6,2x_scapholeberis_abundance,999.6192,580.8352
7,2x_scapholeberis_abundance,427.888,358.6976
8,2x_scapholeberis_abundance,609.968,311.3568
9,2x_scapholeberis_abundance,835.7472,741.0656
10,2x_scapholeberis_abundance,391.472,358.6976
