Particle ID,Class,Length,Width
1,2x_scapholeberis,526.2112,333.2064
2,2x_scapholeberis,449.7376,344.1312
3,2x_scapholeberis,533.4944,267.6576
4,2x_scapholeberis,773.84,358.6976
5,2x_scapholeberis,551.7024,314.9984
6,2x_scapholeberis,802.9728,420.6048
7,2x_scapholeberis,518.928,333.2064
8,2x_scapholeberis,748.3488,355.056
9,2x_scapholeberis,475.2288,245.808
1,2x_scapholeberis_abundance,431.5296,282.224
2,2x_scapholeberis_abundance,1123.4336,802.9728
3,2x_scapholeberis_abundance,784.7648,395.1136
4,2x_scapholeberis_abundance,435.1712,260.3744
5,2x_scapholeberis_abundance,715.5744,457.0208
6,2x_scapholeberis_abundance,609.968,384.1888
