Particle ID,Class,Length,Width
1,2x_scapholeberis,511.6448,311.3568
2,2x_scapholeberis,719.2160,486.1536
3,2x_scapholeberis,569.9104,420.6048
4,2x_scapholeberis,453.3792,249.4496
5,2x_scapholeberis,460.6624,314.9984
1,2x_nauplii_abun,151.1264,92.8608
2,2x_nauplii_abun,249.4496,162.0512
3,2x_nauplii_abun,245.8080,151.1264
1,2x_scapholeberis_abun,205.7504,143.8432
1,2x_alona_abun,264.0160,187.5424
1,2x_ephippia,522.5696,336.8480
