Particle ID,Class,Length,Width
1,4x_lepadella,112.8217,66.9592
2,4x_lepadella,98.1458,55.9522
3,4x_lepadella,98.1458,46.7797
4,4x_lepadella,112.8217,50.4488
5,4x_lepadella,114.6563,66.9592
6,4x_lepadella,107.3183,59.6213
