Particle ID,Class,Length,Width
1,unknown,496.2323,257.7473
1,4x_lepadella_abundance,110.9873,65.1248
2,4x_lepadella_abundance,107.3183,63.2903
3,4x_lepadella_abundance,90.8077,48.6142
4,4x_lepadella_abundance,110.9873,39.4417
5,4x_lepadella_abundance,118.3252,43.1108
6,4x_lepadella_abundance,107.3183,41.2762
