Particle ID,Class,Length,Width
1,4x_ostracods,261.4162,200.8777
1,4x_lepadella,116.4908,65.1248
1,4x_lepadella_abundance,101.8148,54.1178
1,4x_nauplii_abundance,215.5538,125.6633
2,4x_nauplii_abundance,123.8287,61.4558
